Слово,"Частота встречи, раз",Частота встречаемости в %
набожной,1,0.00017085810063883846
строгой,2,0.0003417162012776769
иконою,1,0.00017085810063883846
вделанной,1,0.00017085810063883846
клироса,1,0.00017085810063883846
охватывало,3,0.0005125743019165154
горевшими,1,0.00017085810063883846
падавшим,1,0.00017085810063883846
личное,7,0.001196006704471869
оттенками,1,0.00017085810063883846
сладостнее,1,0.00017085810063883846
управлял,8,0.0013668648051107077
кланялась,2,0.0003417162012776769
ужасаясь,2,0.0003417162012776769
помиловать,1,0.00017085810063883846
ранний,1,0.00017085810063883846
встречались,7,0.001196006704471869
каменщики,1,0.00017085810063883846
дворники,1,0.00017085810063883846
выметавшие,1,0.00017085810063883846
улицу,18,0.003075445811499092
росло,1,0.00017085810063883846
приобщиться,1,0.00017085810063883846
блаженного,4,0.0006834324025553538
воскресенья,3,0.0005125743019165154
кисейном,1,0.00017085810063883846
причастия,2,0.0003417162012776769
тяготящеюся,1,0.00017085810063883846
предстояла,1,0.00017085810063883846
прописал,1,0.00017085810063883846
аккуратнее,1,0.00017085810063883846
подхватывая,1,0.00017085810063883846
запоет,1,0.00017085810063883846
зарезвится,1,0.00017085810063883846
посвежела,1,0.00017085810063883846
поплевала,1,0.00017085810063883846
тревожные,4,0.0006834324025553538
воззвании,2,0.0003417162012776769
преувеличенные,1,0.00017085810063883846
смоленск,24,0.004100594415332123
напечатан,1,0.00017085810063883846
домовую,1,0.00017085810063883846
июльский,1,0.00017085810063883846
церковью,4,0.0006834324025553538
жарком,1,0.00017085810063883846
криках,1,0.00017085810063883846
разносчиков,2,0.0003417162012776769
ярких,2,0.0003417162012776769
летних,1,0.00017085810063883846
запыленных,1,0.00017085810063883846
листьях,1,0.00017085810063883846
бульвара,1,0.00017085810063883846
развод,3,0.0005125743019165154
громе,1,0.00017085810063883846
блеске,3,0.0005125743019165154
жаркого,2,0.0003417162012776769
летнее,1,0.00017085810063883846
томление,1,0.00017085810063883846
довольство,3,0.0005125743019165154
чувствуется,5,0.0008542905031941922
московская,3,0.0005125743019165154
семей,3,0.0005125743019165154
разъезжающихся,1,0.00017085810063883846
ливрейного,3,0.0005125743019165154
раздвигавшего,2,0.0003417162012776769
похудела,3,0.0005125743019165154
упомянуты,1,0.00017085810063883846
лиловом,5,0.0008542905031941922
кружевами,1,0.00017085810063883846
стыднее,1,0.00017085810063883846
ошибалась,3,0.0005125743019165154
проходят,4,0.0006834324025553538
перекивнулась,1,0.00017085810063883846
стоявшими,1,0.00017085810063883846
осудила,1,0.00017085810063883846
способ,1,0.00017085810063883846
пространстве,9,0.001537722905749546
судит,1,0.00017085810063883846
потеряна,1,0.00017085810063883846
благообразный,1,0.00017085810063883846
величаво,1,0.00017085810063883846
действует,7,0.001196006704471869
молящихся,2,0.0003417162012776769
задернулась,1,0.00017085810063883846
завеса,2,0.0003417162012776769
таинственный,3,0.0005125743019165154
тихий,8,0.0013668648051107077
томительное,1,0.00017085810063883846
исправиться,2,0.0003417162012776769
амвон,1,0.00017085810063883846
стихаря,1,0.00017085810063883846
господу,1,0.00017085810063883846
помолимся,1,0.00017085810063883846
соединенные,1,0.00017085810063883846
свышнем,1,0.00017085810063883846
ангелов,1,0.00017085810063883846
бестелесных,1,0.00017085810063883846
молились,8,0.0013668648051107077
плавающих,1,0.00017085810063883846
путешествующих,1,0.00017085810063883846
ненавидящих,3,0.0005125743019165154
придумала,5,0.0008542905031941922
причисляла,1,0.00017085810063883846
кредиторов,1,0.00017085810063883846
врагах,1,0.00017085810063883846
сделавшего,1,0.00017085810063883846
ненавидящий,1,0.00017085810063883846
анатоле,1,0.00017085810063883846
царскую,1,0.00017085810063883846
синод,2,0.0003417162012776769
правительствующий,1,0.00017085810063883846
молится,1,0.00017085810063883846
ектенью,1,0.00017085810063883846
орарь,1,0.00017085810063883846
христу,2,0.0003417162012776769
предадим,2,0.0003417162012776769
предаю,1,0.00017085810063883846
умиленным,1,0.00017085810063883846
избавит,1,0.00017085810063883846
сожалений,1,0.00017085810063883846
укоров,1,0.00017085810063883846
умиленное,3,0.0005125743019165154
дьячек,1,0.00017085810063883846
вынес,1,0.00017085810063883846
скамеечку,1,0.00017085810063883846
читались,2,0.0003417162012776769
коленопреклонные,1,0.00017085810063883846
троицын,1,0.00017085810063883846
царскими,1,0.00017085810063883846
дверьми,1,0.00017085810063883846
лиловой,2,0.0003417162012776769
скуфье,1,0.00017085810063883846
оправил,3,0.0005125743019165154
полученная,1,0.00017085810063883846
синода,2,0.0003417162012776769
вражеского,2,0.0003417162012776769
ясным,2,0.0003417162012776769
ненапыщенным,1,0.00017085810063883846
читают,3,0.0005125743019165154
славянские,1,0.00017085810063883846
чтецы,1,0.00017085810063883846
призри,1,0.00017085810063883846
милостях,1,0.00017085810063883846
щедротах,1,0.00017085810063883846
смиренныя,1,0.00017085810063883846
человеколюбно,1,0.00017085810063883846
услыши,2,0.0003417162012776769
пощади,1,0.00017085810063883846
се,6,0.0010251486038330307
смущаяй,1,0.00017085810063883846
хотяй,1,0.00017085810063883846
положити,1,0.00017085810063883846
вселенную,1,0.00017085810063883846
пусту,2,0.0003417162012776769
восста,1,0.00017085810063883846
ны,2,0.0003417162012776769
беззаконнии,1,0.00017085810063883846
собрашася,1,0.00017085810063883846
еже,2,0.0003417162012776769
погубити,1,0.00017085810063883846
достояние,2,0.0003417162012776769
разорити,1,0.00017085810063883846
иерусалим,2,0.0003417162012776769
возлюбленную,1,0.00017085810063883846
осквернити,1,0.00017085810063883846
храмы,1,0.00017085810063883846
раскопати,1,0.00017085810063883846
алтари,1,0.00017085810063883846
поругатися,1,0.00017085810063883846
святыне,2,0.0003417162012776769
доколе,3,0.0005125743019165154
грешницы,1,0.00017085810063883846
восхвалятся,1,0.00017085810063883846
употребити,2,0.0003417162012776769
имать,4,0.0006834324025553538
законопреступный,1,0.00017085810063883846
владыко,1,0.00017085810063883846
благочестивейшего,1,0.00017085810063883846
самодержавнейшего,1,0.00017085810063883846
помяни,2,0.0003417162012776769
кротость,2,0.0003417162012776769
воздаждь,1,0.00017085810063883846
хранит,1,0.00017085810063883846
возлюбленный,1,0.00017085810063883846
израиль,1,0.00017085810063883846
начинания,2,0.0003417162012776769
утверди,2,0.0003417162012776769
всемогущею,1,0.00017085810063883846
десницею,1,0.00017085810063883846
подаждь,1,0.00017085810063883846
яко,7,0.001196006704471869
моисею,1,0.00017085810063883846
амалика,2,0.0003417162012776769
гедеону,1,0.00017085810063883846
мадиама,2,0.0003417162012776769
давиду,1,0.00017085810063883846
голиафа,2,0.0003417162012776769
сохрани,2,0.0003417162012776769
лук,1,0.00017085810063883846
медян,1,0.00017085810063883846
мышцам,1,0.00017085810063883846
ополчившихся,1,0.00017085810063883846
препояши,1,0.00017085810063883846
брань,1,0.00017085810063883846
приими,1,0.00017085810063883846
щит,1,0.00017085810063883846
восстани,1,0.00017085810063883846
постыдятся,1,0.00017085810063883846
посрамятся,2,0.0003417162012776769
мыслящии,1,0.00017085810063883846
лицем,2,0.0003417162012776769
прах,4,0.0006834324025553538
оскорбляяй,1,0.00017085810063883846
погоняяй,1,0.00017085810063883846
приидет,1,0.00017085810063883846
сеть,1,0.00017085810063883846
юже,2,0.0003417162012776769
сведают,1,0.00017085810063883846
ловитва,1,0.00017085810063883846
сокрыша,1,0.00017085810063883846
обымет,1,0.00017085810063883846
падут,1,0.00017085810063883846
попрание,1,0.00017085810063883846
воем,1,0.00017085810063883846
изнеможет,1,0.00017085810063883846
спасати,1,0.00017085810063883846
еси,3,0.0005125743019165154
противовозможет,1,0.00017085810063883846
противу,3,0.0005125743019165154
щедроты,1,0.00017085810063883846
яже,1,0.00017085810063883846
отвержи,1,0.00017085810063883846
возгнушайся,1,0.00017085810063883846
недостоинством,1,0.00017085810063883846
велицей,1,0.00017085810063883846
множеству,1,0.00017085810063883846
щедрот,1,0.00017085810063883846
презри,1,0.00017085810063883846
беззакония,1,0.00017085810063883846
грехи,7,0.001196006704471869
созижди,1,0.00017085810063883846
обнови,1,0.00017085810063883846
утробе,1,0.00017085810063883846
верою,4,0.0006834324025553538
тя,2,0.0003417162012776769
надеждою,2,0.0003417162012776769
одушеви,1,0.00017085810063883846
вооружи,1,0.00017085810063883846
единодушием,1,0.00017085810063883846
праведное,1,0.00017085810063883846
защищение,2,0.0003417162012776769
одержания,1,0.00017085810063883846
отцем,1,0.00017085810063883846
вознесется,1,0.00017085810063883846
жезл,1,0.00017085810063883846
нечестивых,1,0.00017085810063883846
освященных,1,0.00017085810063883846
веруем,1,0.00017085810063883846
уповаем,1,0.00017085810063883846
посрами,1,0.00017085810063883846
твоея,2,0.0003417162012776769
сотвори,1,0.00017085810063883846
знамение,1,0.00017085810063883846
ненавидящии,1,0.00017085810063883846
православную,1,0.00017085810063883846
погибнут,1,0.00017085810063883846
господь,1,0.00017085810063883846
людие,1,0.00017085810063883846
яви,1,0.00017085810063883846
даждь,1,0.00017085810063883846
возвесели,1,0.00017085810063883846
порази,1,0.00017085810063883846
сокруши,1,0.00017085810063883846
заступление,1,0.00017085810063883846
уповающих,1,0.00017085810063883846
воссылаем,1,0.00017085810063883846
присно,1,0.00017085810063883846
аминь,1,0.00017085810063883846
раскрытости,1,0.00017085810063883846
душевной,9,0.001537722905749546
подействовала,2,0.0003417162012776769
моисея,2,0.0003417162012776769
гедеона,1,0.00017085810063883846
давида,2,0.0003417162012776769
размягченностью,1,0.00017085810063883846
переполнено,1,0.00017085810063883846
прошении,1,0.00017085810063883846
укреплении,2,0.0003417162012776769
воодушевлении,1,0.00017085810063883846
попрании,1,0.00017085810063883846
правоте,1,0.00017085810063883846
читаемой,1,0.00017085810063883846
коленопреклонной,1,0.00017085810063883846
ощущала,1,0.00017085810063883846
благоговейный,1,0.00017085810063883846
трепетный,1,0.00017085810063883846
постигшим,1,0.00017085810063883846
благодарный,1,0.00017085810063883846
комету,2,0.0003417162012776769
стоявшую,5,0.0008542905031941922
безумности,1,0.00017085810063883846
заменился,1,0.00017085810063883846
бессмысленность,3,0.0005125743019165154
ужасался,2,0.0003417162012776769
исчезали,1,0.00017085810063883846
переносило,2,0.0003417162012776769
житейская,2,0.0003417162012776769
обокрал,1,0.00017085810063883846
воздают,1,0.00017085810063883846
праздную,1,0.00017085810063883846
рассеянную,1,0.00017085810063883846
влекли,1,0.00017085810063883846
поправляться,2,0.0003417162012776769
бережливой,1,0.00017085810063883846
овладевать,1,0.00017085810063883846
наступает,1,0.00017085810063883846
катастрофа,2,0.0003417162012776769
долженствующая,2,0.0003417162012776769
катастрофы,1,0.00017085810063883846
выведенное,1,0.00017085810063883846
апокалипсиса,3,0.0005125743019165154
иоанна,5,0.0008542905031941922
богослова,1,0.00017085810063883846
пророчество,1,0.00017085810063883846
апокалипсисе,3,0.0005125743019165154
тринадцатой,1,0.00017085810063883846
стихе,2,0.0003417162012776769
восемнадцатом,1,0.00017085810063883846
зде,1,0.00017085810063883846
иже,1,0.00017085810063883846
сочтет,2,0.0003417162012776769
зверино,1,0.00017085810063883846
человеческо,1,0.00017085810063883846
шестьдесят,2,0.0003417162012776769
даны,7,0.001196006704471869
быша,1,0.00017085810063883846
уста,2,0.0003417162012776769
глаголюща,1,0.00017085810063883846
велика,5,0.0008542905031941922
хульна,3,0.0005125743019165154
бысть,1,0.00017085810063883846
творити,1,0.00017085810063883846
буквы,3,0.0005125743019165154
еврейскому,1,0.00017085810063883846
изображению,1,0.00017085810063883846
буквами,4,0.0006834324025553538
означаются,1,0.00017085810063883846
единицы,11,0.0018794391070272227
прочими,3,0.0005125743019165154
написав,5,0.0008542905031941922
азбуке,2,0.0003417162012776769
сумма,9,0.001537722905749546
чисел,3,0.0005125743019165154
равна,2,0.0003417162012776769
предсказано,2,0.0003417162012776769
глаголати,1,0.00017085810063883846
изображающих,1,0.00017085810063883846
положит,1,0.00017085810063883846
изображений,1,0.00017085810063883846
вычислениями,2,0.0003417162012776769
занимавший,5,0.0008542905031941922
изменив,2,0.0003417162012776769
орфографию,1,0.00017085810063883846
искомый,2,0.0003417162012776769
ответе,1,0.00017085810063883846
названа,1,0.00017085810063883846
национальность,2,0.0003417162012776769
цифры,3,0.0005125743019165154
лишних,2,0.0003417162012776769
означает,1,0.00017085810063883846
откинуто,2,0.0003417162012776769
неправильно,3,0.0005125743019165154
равное,2,0.0003417162012776769
взволновало,1,0.00017085810063883846
связью,1,0.00017085810063883846
соединен,1,0.00017085810063883846
усомнился,5,0.0008542905031941922
нашествие,8,0.0013668648051107077
созреть,1,0.00017085810063883846
разразиться,1,0.00017085810063883846
заколдованного,1,0.00017085810063883846
плененным,1,0.00017085810063883846
подвигу,1,0.00017085810063883846
растопчину,7,0.001196006704471869
писем,7,0.001196006704471869
отпечатанное,1,0.00017085810063883846
просмотрев,1,0.00017085810063883846
известиями,3,0.0005125743019165154
награжденных,1,0.00017085810063883846
награжденного,1,0.00017085810063883846
оказанную,1,0.00017085810063883846
островненском,1,0.00017085810063883846
напоминать,2,0.0003417162012776769
болконском,1,0.00017085810063883846
порадовать,1,0.00017085810063883846
награждении,1,0.00017085810063883846
печатный,4,0.0006834324025553538
встреча,45,0.00768861452874773
рассказывавшим,1,0.00017085810063883846
шпионах,1,0.00017085810063883846
ходящей,1,0.00017085810063883846
обещает,3,0.0005125743019165154
столицах,3,0.0005125743019165154
ожидаемом,1,0.00017085810063883846
кометы,1,0.00017085810063883846
принадлежность,2,0.0003417162012776769
масонскому,1,0.00017085810063883846
клятвой,1,0.00017085810063883846
проповедывало,1,0.00017085810063883846
уничтожение,3,0.0005125743019165154
надевших,1,0.00017085810063883846
проповедывающих,1,0.00017085810063883846
патриотизм,6,0.0010251486038330307
неясном,1,0.00017085810063883846
представлении,2,0.0003417162012776769
звериного,1,0.00017085810063883846
предела,4,0.0006834324025553538
глаголящему,1,0.00017085810063883846
воскресениям,1,0.00017085810063883846
уродлив,1,0.00017085810063883846
крупен,1,0.00017085810063883846
бормоча,2,0.0003417162012776769
клубной,1,0.00017085810063883846
оставлял,2,0.0003417162012776769
обрадовал,1,0.00017085810063883846
прохаживающуюся,1,0.00017085810063883846
удивленное,1,0.00017085810063883846
пою,1,0.00017085810063883846
нравилось,2,0.0003417162012776769
важны,2,0.0003417162012776769
перенесся,4,0.0006834324025553538
пятнадцатилетний,2,0.0003417162012776769
оболенским,1,0.00017085810063883846
тезке,1,0.00017085810063883846
вниманье,3,0.0005125743019165154
дворянское,2,0.0003417162012776769
смоленском,8,0.0013668648051107077
охлопывать,1,0.00017085810063883846
вошедшей,2,0.0003417162012776769
растеряет,1,0.00017085810063883846
пасмурное,1,0.00017085810063883846
опоздаете,1,0.00017085810063883846
пошедшая,1,0.00017085810063883846
подкладку,1,0.00017085810063883846
чтении,1,0.00017085810063883846
предвидевший,1,0.00017085810063883846
георгиевского,1,0.00017085810063883846
грузинской,1,0.00017085810063883846
шампиньон,2,0.0003417162012776769
шампиньона,1,0.00017085810063883846
гриб,3,0.0005125743019165154
хватают,2,0.0003417162012776769
поменьше,1,0.00017085810063883846
голицын,4,0.0006834324025553538
учится,2,0.0003417162012776769
славившуюся,1,0.00017085810063883846
первопрестольной,2,0.0003417162012776769
великими,1,0.00017085810063883846
пределы,2,0.0003417162012776769
разорять,3,0.0005125743019165154
покачивала,1,0.00017085810063883846
прекратятся,1,0.00017085810063883846
насмехаться,1,0.00017085810063883846
представится,3,0.0005125743019165154
воззванием,1,0.00017085810063883846
опасностях,2,0.0003417162012776769
угрожающих,1,0.00017085810063883846
возлагаемых,1,0.00017085810063883846
знаменитое,2,0.0003417162012776769
происходившим,2,0.0003417162012776769
умедлим,1,0.00017085810063883846
совещания,5,0.0008542905031941922
руководствования,1,0.00017085810063883846
ополчениями,1,0.00017085810063883846
преграждающими,1,0.00017085810063883846
устроенными,1,0.00017085810063883846
появится,1,0.00017085810063883846
мнит,1,0.00017085810063883846
низринуть,1,0.00017085810063883846
освобожденная,1,0.00017085810063883846
рабства,1,0.00017085810063883846
возвеличит,2,0.0003417162012776769
сопенья,1,0.00017085810063883846
стклянку,2,0.0003417162012776769
уксусною,1,0.00017085810063883846
пожертвуем,2,0.0003417162012776769
пожалеем,3,0.0005125743019165154
патриотка,2,0.0003417162012776769
ломающимся,1,0.00017085810063883846
договорился,1,0.00017085810063883846
оболенский,1,0.00017085810063883846
ничему,2,0.0003417162012776769
молоко,3,0.0005125743019165154
обсохло,1,0.00017085810063883846
отдыхом,1,0.00017085810063883846
покурить,2,0.0003417162012776769
смущении,2,0.0003417162012776769
обращавшиеся,1,0.00017085810063883846
уезжаете,1,0.00017085810063883846
смущенно,1,0.00017085810063883846
усмехнуться,1,0.00017085810063883846
полученного,2,0.0003417162012776769
запершись,1,0.00017085810063883846
горько,2,0.0003417162012776769
молчаливым,4,0.0006834324025553538
отпросились,1,0.00017085810063883846
поглядеть,2,0.0003417162012776769
причесывался,1,0.00017085810063883846
воротнички,2,0.0003417162012776769
сказавши,1,0.00017085810063883846
камергеру,2,0.0003417162012776769
пете,16,0.0027337296102214153
препятствием,2,0.0003417162012776769
удивятся,1,0.00017085810063883846
воротничков,3,0.0005125743019165154
медлительной,1,0.00017085810063883846
развлекался,1,0.00017085810063883846
прибывающим,2,0.0003417162012776769
кремля,9,0.001537722905749546
медлительности,2,0.0003417162012776769
взрослым,1,0.00017085810063883846
кремлю,2,0.0003417162012776769
заботиться,1,0.00017085810063883846
затолкали,1,0.00017085810063883846
троицких,1,0.00017085810063883846
воротах,11,0.0018794391070272227
патриотическою,1,0.00017085810063883846
кремль,12,0.0020502972076660614
прижали,1,0.00017085810063883846
гудящим,1,0.00017085810063883846
сводами,1,0.00017085810063883846
купца,13,0.0022211553083048997
постояв,3,0.0005125743019165154
тронуться,1,0.00017085810063883846
направил,1,0.00017085810063883846
барчук,1,0.00017085810063883846
толкаешься,2,0.0003417162012776769
полезут,1,0.00017085810063883846
затискал,1,0.00017085810063883846
вонючий,1,0.00017085810063883846
отер,2,0.0003417162012776769
покрывавший,1,0.00017085810063883846
размочившиеся,1,0.00017085810063883846
непрезентабельный,1,0.00017085810063883846
камергерам,1,0.00017085810063883846
допустят,1,0.00017085810063883846
мужеству,1,0.00017085810063883846
откосах,1,0.00017085810063883846
крышах,1,0.00017085810063883846
наполнявшие,2,0.0003417162012776769
колоколов,2,0.0003417162012776769
народного,10,0.0017085810063883844
просторнее,1,0.00017085810063883846
открылись,4,0.0006834324025553538
сдавили,2,0.0003417162012776769
цыпочки,2,0.0003417162012776769
толкался,1,0.00017085810063883846
щипался,1,0.00017085810063883846
купчиха,2,0.0003417162012776769
стиснул,2,0.0003417162012776769
зверски,1,0.00017085810063883846
лезли,1,0.00017085810063883846
зверские,1,0.00017085810063883846
прошение,1,0.00017085810063883846
устланным,1,0.00017085810063883846
заколебалась,1,0.00017085810063883846
полицейские,1,0.00017085810063883846
надвинувшихся,1,0.00017085810063883846
шествию,2,0.0003417162012776769
успенский,2,0.0003417162012776769
собор,4,0.0006834324025553538
ребрам,1,0.00017085810063883846
придавлен,1,0.00017085810063883846
помутилось,2,0.0003417162012776769
седевших,1,0.00017085810063883846
потертой,1,0.00017085810063883846
мышку,1,0.00017085810063883846
напиравшей,1,0.00017085810063883846
барченка,2,0.0003417162012776769
задавили,4,0.0006834324025553538
разровнялась,1,0.00017085810063883846
дышащего,1,0.00017085810063883846
пожалели,1,0.00017085810063883846
услуживали,1,0.00017085810063883846
расстегивали,1,0.00017085810063883846
усаживали,1,0.00017085810063883846
возвышение,4,0.0006834324025553538
укоряли,1,0.00017085810063883846
раздавил,1,0.00017085810063883846
душегубство,1,0.00017085810063883846
скатерть,2,0.0003417162012776769
краска,4,0.0006834324025553538
временную,1,0.00017085810063883846
неприятность,4,0.0006834324025553538
долженствующего,1,0.00017085810063883846
подаче,2,0.0003417162012776769
прошения,2,0.0003417162012776769
успенском,1,0.00017085810063883846
соборе,3,0.0005125743019165154
соединенного,1,0.00017085810063883846
молебствия,4,0.0006834324025553538
благодарственного,1,0.00017085810063883846
пораспространилась,1,0.00017085810063883846
покрикивающие,1,0.00017085810063883846
продавцы,1,0.00017085810063883846
квасу,1,0.00017085810063883846
пряников,1,0.00017085810063883846
разорванную,1,0.00017085810063883846
сообщала,1,0.00017085810063883846
куплена,1,0.00017085810063883846
материи,4,0.0006834324025553538
преосвященным,1,0.00017085810063883846
соборне,1,0.00017085810063883846
мещанина,2,0.0003417162012776769
дворовыми,3,0.0005125743019165154
грызущими,1,0.00017085810063883846
волнуясь,2,0.0003417162012776769
усилило,2,0.0003417162012776769
пушечные,2,0.0003417162012776769
ознаменование,1,0.00017085810063883846
взявший,2,0.0003417162012776769
покровительство,5,0.0008542905031941922
успенского,1,0.00017085810063883846
собора,3,0.0005125743019165154
плачущим,3,0.0005125743019165154
увлечены,1,0.00017085810063883846
выступивших,1,0.00017085810063883846
неистовым,2,0.0003417162012776769
уменьшившеюся,1,0.00017085810063883846
дворцом,1,0.00017085810063883846
завидуя,1,0.00017085810063883846
подъезжавшим,1,0.00017085810063883846
служившим,1,0.00017085810063883846
мелькавшим,1,0.00017085810063883846
доедая,1,0.00017085810063883846
бисквит,4,0.0006834324025553538
балкону,2,0.0003417162012776769
бабы,15,0.002562871509582576
послабее,1,0.00017085810063883846
обломок,1,0.00017085810063883846
бисквита,2,0.0003417162012776769
отломившись,1,0.00017085810063883846
балкона,6,0.0010251486038330307
поддевке,1,0.00017085810063883846
кусочку,1,0.00017085810063883846
бисквитами,1,0.00017085810063883846
кидать,1,0.00017085810063883846
бисквиты,3,0.0005125743019165154
налились,2,0.0003417162012776769
задавленным,1,0.00017085810063883846
поддаться,2,0.0003417162012776769
ловившую,1,0.00017085810063883846
побежденною,1,0.00017085810063883846
охриплым,3,0.0005125743019165154
народе,6,0.0010251486038330307
оболенскому,1,0.00017085810063883846
пустят,4,0.0006834324025553538
сдавшись,1,0.00017085810063883846
побезопаснее,1,0.00017085810063883846
слободского,1,0.00017085810063883846
дворяне,5,0.0008542905031941922
купцы,7,0.001196006704471869
медалями,1,0.00017085810063883846
бородах,1,0.00017085810063883846
дворянского,1,0.00017085810063883846
стульях,4,0.0006834324025553538
спинками,1,0.00017085810063883846
важнейшие,2,0.0003417162012776769
ходило,2,0.0003417162012776769
екатерининских,1,0.00017085810063883846
павловских,1,0.00017085810063883846
александровских,1,0.00017085810063883846
дворянском,4,0.0006834324025553538
фантастическое,1,0.00017085810063883846
разнообразным,2,0.0003417162012776769
поразительны,2,0.0003417162012776769
подслеповатые,1,0.00017085810063883846
беззубые,1,0.00017085810063883846
плешивые,2,0.0003417162012776769
оплывшие,1,0.00017085810063883846
жиром,3,0.0005125743019165154
пристраивались,1,0.00017085810063883846
помоложе,1,0.00017085810063883846
поразительна,1,0.00017085810063883846
противоположности,2,0.0003417162012776769
вчерашним,2,0.0003417162012776769
бостонною,2,0.0003417162012776769
партией,6,0.0010251486038330307
петрушкой,2,0.0003417162012776769
поваром,2,0.0003417162012776769
зинаиды,3,0.0005125743019165154
стянутый,1,0.00017085810063883846
неловком,1,0.00017085810063883846
сделавшемся,1,0.00017085810063883846
купечества,3,0.0005125743019165154
вызвало,6,0.0010251486038330307
оставленных,1,0.00017085810063883846
врезавшихся,1,0.00017085810063883846
замеченные,1,0.00017085810063883846
прибудет,1,0.00017085810063883846
утверждали,2,0.0003417162012776769
приближается,2,0.0003417162012776769
присматривался,2,0.0003417162012776769
прочтен,1,0.00017085810063883846
вызвавший,1,0.00017085810063883846
разбрелись,4,0.0006834324025553538
предводителям,1,0.00017085810063883846
разделиться,1,0.00017085810063883846
уездам,1,0.00017085810063883846
губернией,1,0.00017085810063883846
собрано,2,0.0003417162012776769
нерешительны,1,0.00017085810063883846
неопределенны,1,0.00017085810063883846
средних,1,0.00017085810063883846
отставном,1,0.00017085810063883846
морском,1,0.00017085810063883846
зал,1,0.00017085810063883846
образовавшемуся,1,0.00017085810063883846
говоруна,1,0.00017085810063883846
екатерининском,1,0.00017085810063883846
воеводском,1,0.00017085810063883846
слушавших,1,0.00017085810063883846
покорных,1,0.00017085810063883846
противоречили,1,0.00017085810063883846
протолкался,2,0.0003417162012776769
либерал,1,0.00017085810063883846
певучим,2,0.0003417162012776769
дворянским,1,0.00017085810063883846
грасированием,1,0.00017085810063883846
сокращением,1,0.00017085810063883846
согласных,2,0.0003417162012776769
покрикивают,2,0.0003417162012776769
чеаек,1,0.00017085810063883846
смоляне,2,0.0003417162012776769
ополченцов,1,0.00017085810063883846
госуаю,1,0.00017085810063883846
указ,6,0.0010251486038330307
буародное,1,0.00017085810063883846
нажились,1,0.00017085810063883846
кутейники,1,0.00017085810063883846
грабители,1,0.00017085810063883846
сладко,2,0.0003417162012776769
ополченцы,12,0.0020502972076660614
разорили,4,0.0006834324025553538
живота,6,0.0010251486038330307
поголовно,2,0.0003417162012776769
клич,3,0.0005125743019165154
кликни,1,0.00017085810063883846
гусай,1,0.00017085810063883846
пего,2,0.0003417162012776769
оратор,4,0.0006834324025553538
проглатывал,1,0.00017085810063883846
одушевленным,1,0.00017085810063883846
сенатор,8,0.0013668648051107077
беззубым,2,0.0003417162012776769
призваны,4,0.0006834324025553538
удобнее,3,0.0005125743019165154
предоставим,1,0.00017085810063883846
одушевлению,1,0.00017085810063883846
ожесточился,1,0.00017085810063883846
сенатора,3,0.0005125743019165154
вносящего,1,0.00017085810063883846
правильность,1,0.00017085810063883846
узкость,1,0.00017085810063883846
предстоящие,1,0.00017085810063883846
прорываясь,1,0.00017085810063883846
книжно,1,0.00017085810063883846
сенатором,3,0.0005125743019165154
призвано,1,0.00017085810063883846
воодушевляясь,3,0.0005125743019165154
владельцев,1,0.00017085810063883846
отдаем,2,0.0003417162012776769
бр,1,0.00017085810063883846
делаем,6,0.0010251486038330307
поотошли,1,0.00017085810063883846
презрительную,1,0.00017085810063883846
почтительнейше,1,0.00017085810063883846
комюникировать,1,0.00017085810063883846
степан,5,0.0008542905031941922
степанович,5,0.0008542905031941922
адраксин,1,0.00017085810063883846
старческою,1,0.00017085810063883846
доложу,4,0.0006834324025553538
возражатель,2,0.0003417162012776769
движутся,4,0.0006834324025553538
убывают,1,0.00017085810063883846
прибывают,1,0.00017085810063883846
нехорошего,2,0.0003417162012776769
игрока,2,0.0003417162012776769
измененный,1,0.00017085810063883846
адраксина,1,0.00017085810063883846
поругать,1,0.00017085810063883846
могилы,1,0.00017085810063883846
отцов,3,0.0005125743019165154
жен,3,0.0005125743019165154
дворянин,4,0.0006834324025553538
встанем,1,0.00017085810063883846
батюшку,1,0.00017085810063883846
налившиеся,1,0.00017085810063883846
одобряющих,1,0.00017085810063883846
сыны,4,0.0006834324025553538
восстает,1,0.00017085810063883846
заключали,2,0.0003417162012776769
одобривал,1,0.00017085810063883846
поворачивались,3,0.0005125743019165154
оратору,1,0.00017085810063883846
кричало,1,0.00017085810063883846
кивать,1,0.00017085810063883846
увеличивалась,3,0.0005125743019165154
распадалась,1,0.00017085810063883846
сходилась,1,0.00017085810063883846
ощутительный,2,0.0003417162012776769
ораторов,4,0.0006834324025553538
издатель,2,0.0003417162012776769
вестника,6,0.0010251486038330307
глинка,2,0.0003417162012776769
писатель,29,0.004954884918526315
ад,1,0.00017085810063883846
адом,1,0.00017085810063883846
молнии,3,0.0005125743019165154
раскатах,2,0.0003417162012776769
грома,4,0.0006834324025553538
повторяли,3,0.0005125743019165154
семидесятилетние,1,0.00017085810063883846
шутами,1,0.00017085810063883846
клубах,1,0.00017085810063883846
бостоном,1,0.00017085810063883846
гудеть,1,0.00017085810063883846
прижатые,1,0.00017085810063883846
спинкам,1,0.00017085810063883846
налегающею,1,0.00017085810063883846
ораторы,1,0.00017085810063883846
досказал,1,0.00017085810063883846
торопились,5,0.0008542905031941922
