Слово,"Частота встречи, раз",Частота встречаемости в %
puisqu,1,0.00017085810063883846
quitte,3,0.0005125743019165154
part,4,0.0006834324025553538
centre,2,0.0003417162012776769
travaux,2,0.0003417162012776769
nature,2,0.0003417162012776769
citadins,1,0.00017085810063883846
bruits,1,0.00017085810063883846
font,7,0.001196006704471869
sentir,1,0.00017085810063883846
contremarche,1,0.00017085810063883846
auxquelles,2,0.0003417162012776769
faisant,1,0.00017085810063883846
promenade,1,0.00017085810063883846
rue,1,0.00017085810063883846
village,2,0.0003417162012776769
fus,2,0.0003417162012776769
convoi,1,0.00017085810063883846
recrues,1,0.00017085810063883846
fallait,3,0.0005125743019165154
lequel,2,0.0003417162012776769
trouvaient,1,0.00017085810063883846
enfants,4,0.0006834324025553538
partaient,1,0.00017085810063883846
sanglots,1,0.00017085810063883846
uns,4,0.0006834324025553538
lois,1,0.00017085810063883846
pardon,3,0.0005125743019165154
offenses,1,0.00017085810063883846
consister,1,0.00017085810063883846
art,1,0.00017085810063883846
entretuer,1,0.00017085810063883846
sainte,11,0.0018794391070272227
aient,1,0.00017085810063883846
puissante,2,0.0003417162012776769
courrier,5,0.0008542905031941922
altercation,3,0.0005125743019165154
michel,1,0.00017085810063883846
ivanoff,1,0.00017085810063883846
mauvaise,4,0.0006834324025553538
humeur,3,0.0005125743019165154
morose,1,0.00017085810063883846
permets,1,0.00017085810063883846
juger,1,0.00017085810063883846
voudrais,3,0.0005125743019165154
fassent,1,0.00017085810063883846
palais,6,0.0010251486038330307
vite,2,0.0003417162012776769
exerce,1,0.00017085810063883846
doucement,1,0.00017085810063883846
surprendre,1,0.00017085810063883846
porte,5,0.0008542905031941922
attend,2,0.0003417162012776769
attendiez,1,0.00017085810063883846
maigri,1,0.00017085810063883846
repris,1,0.00017085810063883846
doutais,1,0.00017085810063883846
voyais,1,0.00017085810063883846
pleurnicheuse,1,0.00017085810063883846
avancement,1,0.00017085810063883846
malbroug,1,0.00017085810063883846
reviendra,3,0.0005125743019165154
admirateur,3,0.0005125743019165154
goujat,1,0.00017085810063883846
bonapartiste,1,0.00017085810063883846
pardonner,1,0.00017085810063883846
ressources,1,0.00017085810063883846
merci,9,0.001537722905749546
foi,5,0.0008542905031941922
seriez,1,0.00017085810063883846
croyais,1,0.00017085810063883846
zouboff,1,0.00017085810063883846
fausses,2,0.0003417162012776769
boucles,1,0.00017085810063883846
bouche,2,0.0003417162012776769
pleine,1,0.00017085810063883846
dents,1,0.00017085810063883846
voulait,2,0.0003417162012776769
xa,3,0.0005125743019165154
wir,10,0.0017085810063883844
haben,2,0.0003417162012776769
vollkommen,1,0.00017085810063883846
zusammengehaltene,1,0.00017085810063883846
nahe,1,0.00017085810063883846
an,2,0.0003417162012776769
mann,2,0.0003417162012776769
um,1,0.00017085810063883846
den,7,0.001196006704471869
feind,5,0.0008542905031941922
wenn,4,0.0006834324025553538
er,3,0.0005125743019165154
lech,2,0.0003417162012776769
passirte,2,0.0003417162012776769
angreifen,1,0.00017085810063883846
und,11,0.0018794391070272227
schlagen,1,0.00017085810063883846
zu,7,0.001196006704471869
da,4,0.0006834324025553538
meister,2,0.0003417162012776769
von,4,0.0006834324025553538
ulm,3,0.0005125743019165154
sind,1,0.00017085810063883846
vortheil,1,0.00017085810063883846
auch,3,0.0005125743019165154
beiden,1,0.00017085810063883846
ufern,1,0.00017085810063883846
der,10,0.0017085810063883844
donau,3,0.0005125743019165154
bleiben,1,0.00017085810063883846
nicht,4,0.0006834324025553538
verlieren,1,0.00017085810063883846
mithin,1,0.00017085810063883846
jeden,1,0.00017085810063883846
augenblick,1,0.00017085810063883846
die,22,0.0037588782140544454
auf,3,0.0005125743019165154
seine,2,0.0003417162012776769
gommunikations,1,0.00017085810063883846
linie,1,0.00017085810063883846
werfen,1,0.00017085810063883846
unterhalb,1,0.00017085810063883846
repassiren,1,0.00017085810063883846
dem,5,0.0008542905031941922
feinde,2,0.0003417162012776769
sich,3,0.0005125743019165154
gegen,1,0.00017085810063883846
unsere,1,0.00017085810063883846
treue,1,0.00017085810063883846
allirte,1,0.00017085810063883846
mit,5,0.0008542905031941922
ganzer,1,0.00017085810063883846
macht,2,0.0003417162012776769
wenden,1,0.00017085810063883846
wollte,1,0.00017085810063883846
absicht,1,0.00017085810063883846
alsbald,1,0.00017085810063883846
vereiteln,1,0.00017085810063883846
werden,5,0.0008542905031941922
solche,1,0.00017085810063883846
weise,1,0.00017085810063883846
zeitpunkt,1,0.00017085810063883846
wo,1,0.00017085810063883846
kaiserlich,1,0.00017085810063883846
russische,1,0.00017085810063883846
sein,4,0.0006834324025553538
wird,3,0.0005125743019165154
muthig,1,0.00017085810063883846
entgegenharren,1,0.00017085810063883846
sodann,1,0.00017085810063883846
leicht,1,0.00017085810063883846
gemeinschaftlich,1,0.00017085810063883846
finden,1,0.00017085810063883846
das,3,0.0005125743019165154
schicksal,1,0.00017085810063883846
zuzubereiten,1,0.00017085810063883846
so,3,0.0005125743019165154
verdient,1,0.00017085810063883846
memorandum,2,0.0003417162012776769
malheureux,4,0.0006834324025553538
mack,3,0.0005125743019165154
gott,2,0.0003417162012776769
wie,1,0.00017085810063883846
naiv,1,0.00017085810063883846
quarante,4,0.0006834324025553538
milles,1,0.00017085810063883846
mot,21,0.003588020113415607
rire,1,0.00017085810063883846
gut,3,0.0005125743019165154
morgen,2,0.0003417162012776769
schon,2,0.0003417162012776769
fleissig,1,0.00017085810063883846
hoch,4,0.0006834324025553538
oestreicher,1,0.00017085810063883846
russen,2,0.0003417162012776769
kaiser,1,0.00017085810063883846
alexander,1,0.00017085810063883846
ganze,4,0.0006834324025553538
welt,2,0.0003417162012776769
vivat,1,0.00017085810063883846
euer,1,0.00017085810063883846
hochgeboren,1,0.00017085810063883846
mots,4,0.0006834324025553538
bilibine,2,0.0003417162012776769
colportaient,1,0.00017085810063883846
salons,3,0.0005125743019165154
chien,2,0.0003417162012776769
jeu,3,0.0005125743019165154
quilles,1,0.00017085810063883846
haute,1,0.00017085810063883846
professe,1,0.00017085810063883846
victoire,6,0.0010251486038330307
victorieuses,1,0.00017085810063883846
bel,2,0.0003417162012776769
archiduc,1,0.00017085810063883846
vaut,3,0.0005125743019165154
murat,3,0.0005125743019165154
tremblement,1,0.00017085810063883846
pont,8,0.0013668648051107077
forcera,1,0.00017085810063883846
main,5,0.0008542905031941922
campo,1,0.00017085810063883846
formio,1,0.00017085810063883846
pillage,3,0.0005125743019165154
vivra,2,0.0003417162012776769
verra,2,0.0003417162012776769
compagne,1,0.00017085810063883846
berlin,2,0.0003417162012776769
exprimer,3,0.0005125743019165154
sentiment,3,0.0005125743019165154
alliance,3,0.0005125743019165154
note,2,0.0003417162012776769
comprenez,4,0.0006834324025553538
principe,2,0.0003417162012776769
suppose,1,0.00017085810063883846
intervention,2,0.0003417162012776769
forte,3,0.0005125743019165154
pourra,3,0.0005125743019165154
imputer,1,0.00017085810063883846
fin,4,0.0006834324025553538
recevoir,2,0.0003417162012776769
novembre,2,0.0003417162012776769
finira,1,0.00017085810063883846
te,5,0.0008542905031941922
reconnais,1,0.00017085810063883846
caillou,1,0.00017085810063883846
tu,6,0.0010251486038330307
as,3,0.0005125743019165154
ta,1,0.00017085810063883846
or,2,0.0003417162012776769
morave,1,0.00017085810063883846
honneurs,4,0.0006834324025553538
ach,1,0.00017085810063883846
erlaucht,1,0.00017085810063883846
ziehen,2,0.0003417162012776769
noch,3,0.0005125743019165154
weiter,2,0.0003417162012776769
ist,5,0.0008542905031941922
wieder,1,0.00017085810063883846
hinter,2,0.0003417162012776769
her,1,0.00017085810063883846
avouez,2,0.0003417162012776769
thabor,2,0.0003417162012776769
feu,9,0.001537722905749546
oublie,3,0.0005125743019165154
devait,1,0.00017085810063883846
ennemi,16,0.0027337296102214153
auersperg,1,0.00017085810063883846
pique,1,0.00017085810063883846
mettre,1,0.00017085810063883846
sergent,1,0.00017085810063883846
draps,1,0.00017085810063883846
heroisme,1,0.00017085810063883846
philosophe,1,0.00017085810063883846
univers,1,0.00017085810063883846
sort,3,0.0005125743019165154
schoenbrunn,1,0.00017085810063883846
brumaire,1,0.00017085810063883846
huit,3,0.0005125743019165154
matin,2,0.0003417162012776769
impossible,6,0.0010251486038330307
trouver,3,0.0005125743019165154
termes,1,0.00017085810063883846
commandez,1,0.00017085810063883846
armistice,2,0.0003417162012776769
ordre,10,0.0017085810063883844
faites,12,0.0020502972076660614
perdre,1,0.00017085810063883846
rompez,1,0.00017085810063883846
champ,3,0.0005125743019165154
marchez,3,0.0005125743019165154
ferez,2,0.0003417162012776769
capitulation,1,0.00017085810063883846
avait,9,0.001537722905749546
ratifierait,1,0.00017085810063883846
convention,1,0.00017085810063883846
ratifierai,1,0.00017085810063883846
ruse,1,0.00017085810063883846
detruisez,1,0.00017085810063883846
position,3,0.0005125743019165154
bagage,1,0.00017085810063883846
artillerie,2,0.0003417162012776769
officiers,1,0.00017085810063883846
pouvoirs,1,0.00017085810063883846
ci,3,0.0005125743019165154
autrichiens,3,0.0005125743019165154
jouer,2,0.0003417162012776769
passage,1,0.00017085810063883846
decamp,1,0.00017085810063883846
camps,3,0.0005125743019165154
danser,1,0.00017085810063883846
chante,2,0.0003417162012776769
ancienne,3,0.0005125743019165154
souvara,1,0.00017085810063883846
lemarrois,2,0.0003417162012776769
conduisirent,1,0.00017085810063883846
vaillamment,1,0.00017085810063883846
rare,1,0.00017085810063883846
vit,1,0.00017085810063883846
masses,1,0.00017085810063883846
infanterie,1,0.00017085810063883846
marcher,5,0.0008542905031941922
aucune,1,0.00017085810063883846
quelques,2,0.0003417162012776769
bataillons,3,0.0005125743019165154
pure,2,0.0003417162012776769
propose,1,0.00017085810063883846
faisable,1,0.00017085810063883846
trouverez,1,0.00017085810063883846
lasse,1,0.00017085810063883846
vues,2,0.0003417162012776769
soir,4,0.0006834324025553538
charitable,1,0.00017085810063883846
adoration,1,0.00017085810063883846
tenir,1,0.00017085810063883846
minutes,1,0.00017085810063883846
tenue,2,0.0003417162012776769
direz,2,0.0003417162012776769
ennuie,1,0.00017085810063883846
laisse,2,0.0003417162012776769
coin,1,0.00017085810063883846
embellissez,1,0.00017085810063883846
finisse,2,0.0003417162012776769
viasmitinoff,2,0.0003417162012776769
parti,1,0.00017085810063883846
brillant,1,0.00017085810063883846
cieux,2,0.0003417162012776769
aline,1,0.00017085810063883846
arrive,4,0.0006834324025553538
excellence,2,0.0003417162012776769
kouraguine,2,0.0003417162012776769
entendu,2,0.0003417162012776769
restez,1,0.00017085810063883846
venir,4,0.0006834324025553538
annoncer,1,0.00017085810063883846
faudra,3,0.0005125743019165154
descendre,4,0.0006834324025553538
brin,1,0.00017085810063883846
toilette,1,0.00017085810063883846
robe,4,0.0006834324025553538
grise,1,0.00017085810063883846
jours,8,0.0013668648051107077
effort,1,0.00017085810063883846
changez,2,0.0003417162012776769
coiffure,2,0.0003417162012776769
disais,3,0.0005125743019165154
figures,1,0.00017085810063883846
genre,5,0.0008542905031941922
parfaitement,1,0.00017085810063883846
changerez,1,0.00017085810063883846
mettait,1,0.00017085810063883846
perle,1,0.00017085810063883846
demoiselle,2,0.0003417162012776769
gentille,1,0.00017085810063883846
diablement,1,0.00017085810063883846
laide,1,0.00017085810063883846
donnerai,1,0.00017085810063883846
baiser,1,0.00017085810063883846
perdue,1,0.00017085810063883846
comprendrez,1,0.00017085810063883846
mains,2,0.0003417162012776769
moment,8,0.0013668648051107077
donnerez,1,0.00017085810063883846
toucher,1,0.00017085810063883846
avenir,1,0.00017085810063883846
fine,2,0.0003417162012776769
mouche,1,0.00017085810063883846
papa,2,0.0003417162012776769
chef,15,0.002562871509582576
gouvernement,1,0.00017085810063883846
caporal,3,0.0005125743019165154
fasse,2,0.0003417162012776769
huzards,2,0.0003417162012776769
pavlograd,2,0.0003417162012776769
herr,2,0.0003417162012776769
general,1,0.00017085810063883846
wimpfen,2,0.0003417162012776769
langeron,1,0.00017085810063883846
lichtenstein,2,0.0003417162012776769
hohenloe,2,0.0003417162012776769
prsch,1,0.00017085810063883846
prsh,1,0.00017085810063883846
ainsi,4,0.0006834324025553538
noms,1,0.00017085810063883846
polonais,2,0.0003417162012776769
taisez,1,0.00017085810063883846
langue,1,0.00017085810063883846
riz,3,0.0005125743019165154
seinem,2,0.0003417162012776769
linken,2,0.0003417162012776769
fluegel,4,0.0006834324025553538
wald,1,0.00017085810063883846
bedeckten,1,0.00017085810063883846
berge,1,0.00017085810063883846
lehnt,1,0.00017085810063883846
rechten,2,0.0003417162012776769
kobelnitz,2,0.0003417162012776769
sokolnitz,2,0.0003417162012776769
dort,2,0.0003417162012776769
befindlichen,1,0.00017085810063883846
teiche,1,0.00017085810063883846
zieht,1,0.00017085810063883846
im,6,0.0010251486038330307
gegentheil,1,0.00017085810063883846
unserem,1,0.00017085810063883846
seinen,1,0.00017085810063883846
sehr,2,0.0003417162012776769
debordiren,1,0.00017085810063883846
es,2,0.0003417162012776769
vortheilhaft,1,0.00017085810063883846
letzteren,1,0.00017085810063883846
dse,1,0.00017085810063883846
feindes,1,0.00017085810063883846
attakiren,1,0.00017085810063883846
besonders,1,0.00017085810063883846
doerfer,1,0.00017085810063883846
besitze,1,0.00017085810063883846
wodurch,1,0.00017085810063883846
zugleich,1,0.00017085810063883846
in,2,0.0003417162012776769
flanke,1,0.00017085810063883846
fallen,1,0.00017085810063883846
ihn,1,0.00017085810063883846
flaeche,1,0.00017085810063883846
zwischen,1,0.00017085810063883846
schlapanitz,2,0.0003417162012776769
thuerassa,1,0.00017085810063883846
walde,1,0.00017085810063883846
verfolgen,1,0.00017085810063883846
koennen,1,0.00017085810063883846
indem,1,0.00017085810063883846
defileen,1,0.00017085810063883846
bellowitz,1,0.00017085810063883846
ausweichen,1,0.00017085810063883846
welche,1,0.00017085810063883846
feindliche,1,0.00017085810063883846
front,1,0.00017085810063883846
decken,1,0.00017085810063883846
diesem,2,0.0003417162012776769
endzwecke,1,0.00017085810063883846
noethig,1,0.00017085810063883846
erste,5,0.0008542905031941922
kolonne,3,0.0005125743019165154
marschirt,5,0.0008542905031941922
zweite,2,0.0003417162012776769
dritte,1,0.00017085810063883846
tache,2,0.0003417162012776769
vive,22,0.0037588782140544454
division,2,0.0003417162012776769
attendre,3,0.0005125743019165154
ordres,1,0.00017085810063883846
demandez,3,0.0005125743019165154
tirailleurs,2,0.0003417162012776769
ferons,2,0.0003417162012776769
zum,2,0.0003417162012776769
henker,1,0.00017085810063883846
diese,2,0.0003417162012776769
munitions,1,0.00017085810063883846
avancer,1,0.00017085810063883846
celles,4,0.0006834324025553538
frotter,1,0.00017085810063883846
nerveux,1,0.00017085810063883846
bilieux,1,0.00017085810063883846
rechappera,1,0.00017085810063883846
duport,5,0.0008542905031941922
faudrait,1,0.00017085810063883846
inventer,1,0.00017085810063883846
demain,6,0.0010251486038330307
promener,3,0.0005125743019165154
diable,7,0.001196006704471869
allait,2,0.0003417162012776769
sot,1,0.00017085810063883846
amants,1,0.00017085810063883846
fruschtique,1,0.00017085810063883846
aie,1,0.00017085810063883846
estomac,2,0.0003417162012776769
adolescentes,2,0.0003417162012776769
adolescents,1,0.00017085810063883846
meilleurs,1,0.00017085810063883846
dansiez,1,0.00017085810063883846
jolies,2,0.0003417162012776769
tapisserie,1,0.00017085810063883846
barcarolla,1,0.00017085810063883846
mio,2,0.0003417162012776769
crudele,2,0.0003417162012776769
affetto,2,0.0003417162012776769
suza,3,0.0005125743019165154
mansfeld,1,0.00017085810063883846
galant,4,0.0006834324025553538
sic,1,0.00017085810063883846
transit,1,0.00017085810063883846
gloria,1,0.00017085810063883846
mundi,1,0.00017085810063883846
cerveau,2,0.0003417162012776769
fleur,2,0.0003417162012776769
essence,1,0.00017085810063883846
intellectuelle,1,0.00017085810063883846
dandin,2,0.0003417162012776769
hyppolite,1,0.00017085810063883846
kroug,1,0.00017085810063883846
kopenhague,1,0.00017085810063883846
profond,4,0.0006834324025553538
shittoff,1,0.00017085810063883846
bases,1,0.00017085810063883846
hors,2,0.0003417162012776769
atteinte,2,0.0003417162012776769
saurait,1,0.00017085810063883846
parvenir,1,0.00017085810063883846
brillants,1,0.00017085810063883846
doute,6,0.0010251486038330307
pourraient,1,0.00017085810063883846
procurer,1,0.00017085810063883846
phrase,1,0.00017085810063883846
authentique,1,0.00017085810063883846
flatteur,1,0.00017085810063883846
distinguer,1,0.00017085810063883846
penser,2,0.0003417162012776769
pareille,1,0.00017085810063883846
urope,4,0.0006834324025553538
absolument,2,0.0003417162012776769
veniez,2,0.0003417162012776769
